uid,articles
u104154,"[322147, 323994, 323546, 324571, 322634, 472765]"
u105789,"[292884, 292689, 294440, 292890, 293100, 2698]"
u102693,"[7472, 5747, 5411, 5624, 7219, 488199]"
u101581,"[6015, 5886, 5046, 6579, 6452, 512707]"
u104897,"[324055, 323941, 324477, 322514, 322042, 531819]"
u104819,"[322884, 324491, 324397, 322897, 323280, 533466]"
u105189,"[295209, 294655, 292841, 292975, 293189, 1452]"
u101371,"[6180, 6083, 5331, 7454, 6149, 488129]"
u103269,"[323846, 321899, 323806, 322531, 323408, 473492]"
u103263,"[323794, 324059, 322648, 84, 322562, 472453]"
u104260,"[322593, 322840, 322094, 324462, 322975, 473188]"
u104108,"[323347, 322294, 323974, 322950, 324473, 530448]"
u105670,"[294489, 293474, 290051, 293605, 292934, 670]"
u102803,"[6751, 6060, 5623, 5299, 6438, 487519]"
u104681,"[324140, 321932, 324227, 323566, 324309, 472737]"
u103635,"[324465, 322326, 322143, 324340, 321932, 473142]"
u108599,"[3563, 955, 2242, 2310, 591, 322323]"
u106905,"[322691, 323451, 323717, 322056, 324693, 2280]"
u102549,"[6589, 5982, 5334, 6250, 6204, 495250]"
u107399,"[322526, 324253, 321853, 323670, 323974, 471700]"
u102287,"[5811, 5546, 5328, 5272, 6354, 488185]"
u105061,"[294570, 293864, 294695, 293924, 292833, 2265]"
u105561,"[294689, 294775, 294949, 27, 293409, 3153]"
u104464,"[322655, 324685, 323798, 322771, 324586, 474015]"
u104697,"[321904, 324754, 324440, 321922, 324423, 531993]"
u105305,"[293126, 293371, 295272, 294449, 290179, 3130]"
u103135,"[323346, 323460, 62, 323201, 324464, 472994]"
u106950,"[323290, 322756, 324507, 323778, 322669, 2089]"
u105612,"[293956, 294358, 293351, 294254, 295088, 2525]"
u102262,"[7206, 7275, 6682, 7573, 7803, 513105]"
u106297,"[323104, 322486, 323677, 323198, 322666, 2308]"
u102509,"[5431, 7172, 7285, 5829, 7711, 513235]"
u107262,"[322927, 323321, 322579, 322866, 324174, 471519]"
u105778,"[292663, 293868, 293725, 290169, 294494, 1643]"
u107794,"[321953, 324458, 322561, 324748, 324216, 470552]"
u107242,"[324651, 323463, 322726, 324655, 321910, 474479]"
u101536,"[6675, 5645, 4962, 7817, 6550, 511354]"
u108896,"[1953, 2183, 2006, 2205, 3243, 322641]"
u101309,"[7325, 5708, 6625, 7136, 6522, 513276]"
u103691,"[324328, 324118, 324658, 324471, 322114, 473506]"
u107439,"[324411, 322221, 322151, 324729, 322623, 470601]"
u103137,"[322809, 323295, 323404, 322039, 323474, 533150]"
u105927,"[290238, 295005, 292881, 293735, 294508, 2017]"
u106578,"[322165, 322344, 322873, 322257, 321975, 1603]"
u103919,"[323774, 322429, 323248, 62, 323569, 531609]"
u102812,"[5246, 5325, 7814, 6826, 4962, 488428]"
u101072,"[6754, 5840, 4976, 5505, 5491, 512652]"
u108489,"[3321, 1043, 715, 2871, 1303, 323556]"
u106468,"[324455, 61, 321850, 324042, 324186, 1345]"
u107201,"[323920, 323732, 324709, 323352, 324278, 471257]"
u101227,"[6, 5878, 6101, 6449, 5270, 513170]"
u106112,"[324335, 323400, 323618, 323552, 323064, 736]"
u102104,"[5101, 6907, 7378, 7675, 4949, 495288]"
u102277,"[6904, 6485, 5627, 5041, 6310, 512754]"
u108719,"[2140, 592, 3446, 2105, 3027, 322023]"
u103297,"[323991, 323750, 322374, 323403, 324563, 474246]"
u104120,"[323728, 323131, 322331, 324382, 322874, 472784]"
u102254,"[6065, 5723, 5997, 5401, 5364, 512911]"
u104806,"[324454, 322021, 323039, 323421, 323910, 474181]"
u101529,"[6864, 7254, 5466, 7382, 6124, 487818]"
u101093,"[6479, 7894, 5232, 6132, 5952, 487291]"
u101721,"[7383, 5366, 6551, 4906, 5985, 495510]"
u106686,"[323302, 323746, 324059, 322458, 324668, 3451]"
u106131,"[324233, 321999, 323829, 321958, 323287, 2090]"
u106668,"[323608, 323807, 323069, 323577, 323698, 1181]"
u103694,"[324134, 323984, 323251, 323233, 323546, 474127]"
u101931,"[5039, 5845, 6834, 5560, 6916, 487224]"
u105418,"[295382, 290074, 293971, 294483, 294546, 2294]"
u103299,"[102, 323419, 322309, 324562, 323769, 516925]"
u107079,"[322629, 324072, 323415, 321866, 323511, 321]"
u101156,"[6835, 5381, 7698, 5250, 7775, 487316]"
u106591,"[323427, 324340, 323105, 322679, 322419, 879]"
u108889,"[1199, 2323, 1224, 936, 2137, 323604]"
u106463,"[324097, 324046, 324168, 322831, 321845, 2787]"
u104614,"[322339, 323627, 322486, 322756, 324310, 473599]"
u105817,"[293750, 294911, 294635, 290174, 294540, 999]"
u107259,"[322458, 321933, 323851, 324657, 323660, 314]"
u106244,"[323356, 324227, 323224, 33, 323609, 1363]"
u108846,"[1012, 2777, 1269, 2417, 2008, 324533]"
u102157,"[5846, 6905, 5753, 6504, 5261, 487369]"
u107075,"[321859, 323922, 324589, 321858, 322111, 329]"
u101718,"[5781, 6919, 5056, 5526, 6886, 512765]"
u106046,"[321894, 322700, 324195, 322051, 322176, 1435]"
u107810,"[322976, 323025, 323530, 323357, 324519, 470869]"
u107192,"[323126, 323132, 321950, 324402, 324562, 471599]"
u103873,"[321928, 323452, 322681, 322809, 322194, 473061]"
u102351,"[5653, 6270, 7332, 6917, 7207, 486988]"
u103757,"[322281, 323805, 321918, 321845, 323042, 472382]"
u107817,"[323466, 324411, 324049, 322808, 323045, 471205]"
u104168,"[323122, 323856, 322832, 323008, 322694, 472606]"
u106075,"[322449, 321915, 33, 322049, 321857, 3167]"
u104749,"[323229, 322979, 321893, 322497, 324072, 473773]"
u106149,"[322700, 321954, 324195, 323151, 324564, 659]"
u102215,"[5460, 6157, 7358, 5877, 6965, 511650]"
u104811,"[322563, 324274, 324508, 322037, 323916, 472970]"
u102304,"[6974, 6302, 5995, 7077, 6309, 487731]"
u106382,"[323790, 324540, 322139, 322380, 324489, 2684]"
u104303,"[321966, 55, 323130, 322311, 322965, 531026]"
u101742,"[5880, 5572, 6443, 7885, 6749, 487481]"
u108715,"[1494, 2278, 2764, 1933, 3074, 324589]"
u107402,"[323473, 323393, 322324, 323235, 322485, 470953]"
u108168,"[2563, 1991, 2428, 1993, 2320, 322296]"
u108774,"[1338, 1391, 744, 2410, 725, 322853]"
u103342,"[323971, 324525, 77, 323541, 323138, 473034]"
u103831,"[322759, 324187, 324559, 321980, 323123, 472732]"
u107062,"[324090, 324464, 322844, 324532, 322949, 470407]"
u107865,"[324204, 324348, 323726, 323030, 322308, 471715]"
u103221,"[322988, 323621, 324439, 322910, 322937, 533148]"
u103055,"[322575, 322835, 324355, 322155, 323920, 472426]"
u104061,"[322848, 323381, 322509, 323796, 322971, 532842]"
u107907,"[323638, 323128, 321954, 323265, 323543, 474839]"
u105436,"[294949, 294631, 293322, 293252, 294726, 2460]"
u104769,"[322792, 322625, 322121, 322133, 323857, 472845]"
u101810,"[7430, 6876, 7728, 6753, 7769, 495495]"
u105932,"[26, 290111, 293599, 294338, 292610, 714]"
u106413,"[321943, 322878, 324710, 321957, 324641, 2102]"
u103002,"[323010, 323008, 321916, 323957, 323155, 530753]"
u106503,"[323357, 324444, 324142, 322664, 322131, 3521]"
u103572,"[323947, 323703, 324356, 323824, 322975, 473473]"
u108354,"[2168, 1868, 3415, 1032, 1522, 322831]"
u104181,"[322097, 323193, 322401, 323887, 321910, 473610]"
u105414,"[294963, 293883, 293546, 294914, 294646, 2986]"
u107081,"[322392, 323817, 324647, 324067, 322330, 474340]"
u104831,"[322385, 323718, 322862, 322262, 323270, 167]"
u101369,"[7334, 5545, 7216, 5935, 7073, 487634]"
u104752,"[105, 322953, 322599, 324561, 321925, 533466]"
u108211,"[2107, 897, 2508, 2054, 2593, 322747]"
u105943,"[290210, 290062, 290219, 290169, 294886, 1543]"
u102168,"[6368, 5086, 5614, 4901, 6039, 487267]"
u108386,"[2739, 1126, 1248, 1398, 1556, 323963]"
u107340,"[323753, 321874, 323962, 322100, 322024, 516]"
u101773,"[5518, 7564, 6835, 7538, 7519, 487157]"
u104580,"[324066, 322707, 324490, 71, 322627, 472992]"
u106635,"[324750, 323948, 322970, 323348, 322566, 2512]"
u104279,"[323819, 323252, 324584, 323008, 322032, 531360]"
u104435,"[105, 323440, 323640, 324262, 324611, 472682]"
u108397,"[2303, 1072, 2708, 3529, 3165, 324136]"
u101133,"[6713, 7145, 7025, 5101, 5165, 487143]"
u102470,"[5905, 5599, 7640, 7541, 5966, 487997]"
u105883,"[295249, 293277, 292708, 295252, 294988, 1514]"
u108437,"[2086, 738, 1960, 2470, 1719, 323044]"
u103567,"[324326, 322377, 324615, 324335, 322552, 474128]"
u106299,"[324351, 322723, 324048, 324757, 323722, 2491]"
u104019,"[324218, 321977, 323351, 323394, 323617, 532569]"
u107018,"[323425, 324565, 322482, 324460, 322253, 470830]"
u102269,"[5692, 6171, 7769, 6195, 6244, 487288]"
u106885,"[322130, 323310, 324534, 322108, 324031, 2008]"
u104570,"[323873, 324163, 323239, 324212, 324080, 473964]"
u104866,"[323756, 322147, 322055, 322116, 324021, 473834]"
u106897,"[324675, 322720, 322111, 323612, 323911, 1322]"
u104671,"[324620, 323300, 322514, 324484, 323120, 473923]"
u106940,"[323443, 322380, 323242, 322572, 324036, 1914]"
u108054,"[2683, 1799, 1896, 684, 881, 324183]"
u107880,"[322895, 322189, 322857, 322003, 324355, 474706]"
u103378,"[322799, 323066, 322122, 322122, 324277, 474174]"
u102587,"[5709, 7720, 5959, 6997, 5154, 487839]"
u102627,"[4923, 5478, 5326, 5534, 5068, 495257]"
u103521,"[322120, 323176, 323246, 322801, 323161, 472763]"
u101650,"[7411, 6775, 5969, 5792, 6994, 511655]"
u102257,"[6247, 6585, 6492, 7325, 7029, 487999]"
u106919,"[324590, 322176, 323102, 323556, 323079, 1109]"
u108722,"[1080, 2113, 2195, 2814, 872, 323596]"
u107672,"[323925, 322779, 322237, 323813, 323112, 471477]"
u106341,"[71, 324414, 323310, 324226, 322068, 2171]"
u105458,"[294032, 295293, 293479, 294762, 294007, 1743]"
u108680,"[1722, 2836, 2675, 1747, 1828, 322916]"
u108235,"[2903, 1929, 1030, 1414, 1576, 323591]"
u108855,"[2001, 3002, 2157, 1229, 3239, 322999]"
u106301,"[323951, 322288, 323440, 323377, 323651, 2416]"
u105770,"[294298, 293449, 293782, 294271, 292645, 2612]"
u107387,"[322199, 322321, 323954, 323226, 323167, 470629]"
u102143,"[5278, 7418, 6330, 7174, 5904, 513224]"
u108771,"[2670, 1399, 3079, 2820, 3326, 322618]"
u103763,"[56, 324739, 322938, 324282, 324662, 474234]"
u102408,"[6521, 7810, 5648, 7424, 6766, 511525]"
u107664,"[322712, 321986, 322500, 321980, 321905, 474288]"
u107978,"[323117, 323330, 322289, 324319, 322507, 474691]"
u104338,"[322136, 324567, 323404, 323789, 323997, 473635]"
u102551,"[7795, 6347, 7389, 5478, 5830, 487245]"
u102488,"[7172, 5264, 7792, 7375, 7810, 511639]"
u103416,"[324508, 323070, 322932, 324457, 324536, 472738]"
u105428,"[293463, 294975, 295256, 293076, 293842, 2011]"
u104086,"[324689, 323223, 323525, 323611, 323457, 473254]"
u103386,"[321950, 99, 324076, 323426, 323177, 530506]"
u105982,"[293940, 293606, 293233, 293511, 294801, 898]"
u107749,"[324483, 323018, 323390, 323206, 324526, 472281]"
u106970,"[324648, 323384, 323307, 321965, 324196, 2602]"
u105517,"[294329, 293668, 290081, 294914, 295006, 831]"
u104462,"[322890, 323285, 322714, 323322, 324147, 532227]"
u106357,"[64, 91, 324071, 90, 322827, 1814]"
u108689,"[1615, 2759, 1132, 2162, 2828, 322634]"
u105642,"[293703, 293183, 294500, 294961, 294005, 1646]"
u103555,"[323568, 322094, 323560, 323310, 81, 174]"
u103821,"[323897, 322043, 322475, 323181, 322676, 526584]"
u106683,"[67, 324353, 323092, 323410, 323167, 2849]"
u105683,"[290181, 290213, 293237, 295071, 293843, 609]"
u108979,"[3120, 602, 3055, 3336, 1376, 323602]"
u106106,"[324445, 322459, 324018, 323402, 324698, 2569]"
u103678,"[323917, 322673, 322332, 322113, 324525, 474074]"
u107710,"[323336, 322458, 323570, 323331, 322128, 301]"
u105045,"[293168, 294964, 293893, 293148, 295008, 1083]"
u107271,"[322638, 322363, 323054, 324337, 323525, 472254]"
u108523,"[1525, 2535, 3458, 701, 732, 322481]"
u102047,"[6348, 5749, 6515, 6360, 6865, 512728]"
u103518,"[323532, 323595, 323293, 323462, 324050, 473056]"
u106492,"[322721, 322320, 324209, 321889, 324352, 2752]"
u107460,"[322125, 322028, 322330, 322105, 322264, 474842]"
u108363,"[1079, 1171, 1880, 1184, 591, 322481]"
u108156,"[3486, 1393, 3230, 1412, 1338, 322378]"
u107361,"[323511, 322345, 322069, 323224, 323000, 474334]"
u103675,"[324488, 323818, 323789, 322511, 323128, 513000]"
u107336,"[322754, 323506, 324704, 323020, 324743, 327]"
u101783,"[7045, 7267, 5447, 7115, 6790, 487701]"
u102439,"[5350, 5652, 6223, 5672, 7231, 512863]"
u103954,"[323655, 323841, 324637, 324653, 322983, 473104]"
u103336,"[324230, 322192, 323033, 323087, 323046, 532956]"
u106405,"[324646, 323106, 324725, 322664, 322726, 2567]"
u103350,"[324650, 322428, 323319, 323006, 322827, 473404]"
u101993,"[5927, 5379, 5137, 6736, 5530, 513024]"
u108786,"[2079, 1870, 2283, 2259, 2291, 324617]"
u106283,"[323105, 323014, 324538, 324365, 323316, 1587]"
u108688,"[1459, 1407, 3022, 1823, 2573, 322956]"
u107354,"[322580, 323844, 323453, 321850, 323219, 278]"
u107541,"[324674, 323328, 324619, 324562, 322709, 470640]"
u102974,"[5788, 6604, 7027, 5239, 5712, 487482]"
u101228,"[5720, 6054, 7818, 7433, 5708, 513127]"
u106688,"[324018, 324003, 323433, 323539, 322055, 2804]"
u108873,"[3515, 3031, 1340, 3179, 3489, 322548]"
u102266,"[7424, 6652, 6105, 6610, 7735, 513303]"
u102153,"[5035, 6439, 6924, 6519, 6744, 487218]"
u105594,"[295098, 292877, 293420, 294992, 293728, 661]"
u103916,"[323629, 324545, 323813, 324308, 324083, 513801]"
u103374,"[322956, 322518, 324648, 324515, 324577, 531307]"
u108884,"[793, 3341, 2706, 3196, 869, 324086]"
u108833,"[2229, 3144, 1042, 2814, 3412, 323880]"
u108240,"[1761, 3260, 1816, 2600, 3267, 322217]"
u102904,"[5532, 5844, 7100, 7711, 7622, 512918]"
u102817,"[6727, 5042, 5157, 6448, 6359, 487254]"
u108718,"[3045, 2670, 606, 1110, 1546, 323095]"
u101604,"[7842, 5724, 7507, 5989, 5803, 487225]"
u108197,"[2416, 1518, 2382, 3551, 1390, 324711]"
u101893,"[4995, 6064, 5406, 6683, 5518, 512835]"
u105699,"[292950, 294422, 295048, 294195, 293657, 716]"
u106780,"[323253, 321986, 321952, 323330, 324068, 1474]"
u103594,"[324665, 323368, 324298, 323741, 322076, 520179]"
u104711,"[323182, 34, 321925, 322672, 322745, 474143]"
u103005,"[323032, 324667, 324408, 324524, 322750, 473455]"
u101710,"[7779, 6208, 5183, 7736, 6332, 487840]"
u103672,"[323773, 322108, 323183, 323835, 322776, 472429]"
u104301,"[323091, 324086, 324586, 324312, 323689, 531616]"
u101076,"[6322, 5240, 5029, 5740, 7062, 495412]"
u105643,"[295108, 295213, 294053, 293723, 293421, 686]"
u102176,"[5495, 7417, 6829, 7136, 6174, 495520]"
u102493,"[7589, 6365, 5420, 7137, 5427, 488208]"
u105956,"[293680, 295332, 293796, 294514, 292689, 2818]"
u106607,"[322167, 323988, 323866, 324247, 323058, 2246]"
u105177,"[293510, 294520, 290178, 293370, 293665, 1299]"
u103376,"[323536, 322818, 323592, 321891, 324561, 517566]"
u101761,"[6819, 5484, 6056, 7282, 5139, 511373]"
u101707,"[6543, 7800, 5847, 7367, 7472, 512977]"
u101754,"[6290, 5237, 6153, 7653, 5362, 486996]"
u104544,"[324656, 322037, 64, 323982, 323628, 473778]"
u105039,"[293118, 295368, 290065, 295225, 294435, 2517]"
u101476,"[5297, 5330, 6434, 7894, 6414, 495213]"
u102999,"[5595, 7400, 6376, 6845, 6698, 511525]"
u107950,"[322934, 322307, 323533, 324614, 323801, 470787]"
u105889,"[293096, 290053, 294957, 293025, 294019, 1176]"
u104202,"[322953, 324301, 323841, 323195, 323615, 514191]"
u103977,"[49, 324117, 322503, 322593, 324404, 472426]"
u107784,"[322291, 322649, 324330, 323253, 323381, 470749]"
u103723,"[323033, 324121, 322229, 323152, 323968, 473209]"
u103046,"[324626, 324729, 324278, 324359, 323612, 472912]"
u103941,"[324545, 324226, 322909, 323651, 321942, 474112]"
u104701,"[324413, 324735, 323977, 324341, 322900, 472647]"
u107039,"[323875, 324540, 322129, 323566, 324580, 470933]"
u104191,"[323264, 323410, 323942, 323707, 324191, 531119]"
u108447,"[2922, 3331, 1063, 1076, 3274, 324386]"
u107224,"[321936, 323015, 322868, 323113, 324083, 470435]"
u108823,"[3355, 955, 1257, 1080, 904, 324194]"
u104888,"[324022, 321944, 323010, 324392, 322391, 532832]"
u103121,"[322171, 324051, 322232, 322772, 322386, 531026]"
u103312,"[323701, 322983, 324476, 323653, 322340, 518932]"
u102747,"[5565, 5052, 5160, 5911, 5151, 488260]"
u108565,"[3575, 3251, 1777, 1343, 2279, 322552]"
u106477,"[324452, 324396, 94, 322224, 322614, 1959]"
u107789,"[322308, 324421, 324244, 323989, 324463, 471442]"
u105915,"[294299, 293000, 290212, 290167, 294764, 2093]"
u107509,"[323157, 323389, 321973, 322990, 322724, 471452]"
u101689,"[6638, 6350, 7840, 7823, 5102, 512739]"
u101217,"[6506, 6803, 7286, 7001, 5311, 486881]"
u103953,"[323298, 324013, 322758, 324456, 321910, 532919]"
u108685,"[2617, 1321, 3353, 3236, 1028, 324304]"
u104644,"[322746, 323947, 322099, 322186, 323075, 146]"
u103832,"[322785, 324273, 324481, 323166, 323885, 473822]"
u106430,"[324305, 323311, 323569, 324062, 94, 2616]"
u107621,"[322288, 321922, 323641, 324057, 323800, 470806]"
u102456,"[7179, 6386, 6032, 5075, 6598, 513381]"
u105326,"[293695, 290236, 295058, 293115, 294610, 2948]"
u103025,"[321849, 323464, 324032, 323574, 322782, 473243]"
u102052,"[5598, 7009, 6524, 5493, 5787, 488268]"
u101046,"[4981, 7538, 6163, 7723, 5154, 487374]"
u106295,"[322740, 323760, 322671, 323155, 323866, 2214]"
u104477,"[324662, 323799, 323884, 322587, 322816, 526546]"
u106415,"[322487, 322038, 323606, 324140, 323512, 3147]"
u107566,"[323282, 323183, 324363, 323650, 324740, 471964]"
u107207,"[102, 323972, 324394, 323148, 323038, 474702]"
u101561,"[6115, 5786, 6584, 6467, 5648, 488153]"
u108695,"[1427, 1930, 1443, 1358, 2509, 324549]"
u108473,"[1331, 850, 2340, 1629, 2807, 322978]"
u108767,"[2257, 810, 1557, 584, 1974, 322452]"
u102676,"[5101, 5770, 7290, 5044, 7623, 513100]"
u104100,"[324401, 322971, 323531, 323072, 323092, 473205]"
u108849,"[3435, 2830, 655, 2526, 3480, 321994]"
u108945,"[2445, 1938, 3102, 959, 2736, 322935]"
u104673,"[321876, 324372, 324747, 324656, 323431, 473478]"
u104556,"[323978, 321996, 322140, 324709, 323443, 473323]"
u104284,"[324411, 323789, 323965, 323545, 324607, 474185]"
u106457,"[323724, 324057, 324591, 322160, 323343, 2917]"
u102918,"[7554, 7693, 5507, 6070, 5775, 513004]"
u103683,"[324600, 324076, 322202, 323813, 324147, 526546]"
u105405,"[293389, 292667, 293419, 292633, 292878, 2501]"
u108681,"[2228, 584, 1543, 964, 2588, 321890]"
u103167,"[322896, 324758, 323131, 322935, 322338, 532221]"
u101638,"[6012, 5023, 7422, 4926, 7653, 513334]"
u104096,"[323387, 324345, 323303, 324554, 322574, 473787]"
u102822,"[6455, 5981, 5143, 6051, 5537, 513148]"
u105816,"[293241, 293623, 294673, 294934, 295278, 2802]"
u107346,"[84, 324585, 324383, 324121, 322889, 471944]"
u103317,"[323188, 323315, 324275, 322902, 323626, 472311]"
u108769,"[1112, 2741, 1642, 1327, 3414, 322876]"
u102425,"[5836, 5855, 7557, 6227, 7019, 511532]"
u108034,"[953, 2049, 659, 2185, 3392, 324011]"
u107569,"[321869, 323159, 324181, 322300, 323188, 471416]"
u104972,"[324364, 324430, 322660, 323135, 322982, 473726]"
u103152,"[323656, 323245, 321901, 323406, 76, 474013]"
u106490,"[323688, 324648, 323299, 323706, 324535, 3315]"
u104936,"[322556, 323990, 321903, 323649, 322251, 532708]"
u103159,"[323930, 323850, 324011, 324348, 323472, 473831]"
u103714,"[323437, 324056, 323249, 323498, 322343, 472854]"
u106172,"[322287, 324200, 324427, 322475, 323803, 3069]"
u103961,"[324548, 322562, 323179, 322401, 324480, 472750]"
u103115,"[323476, 322804, 322430, 323291, 323105, 474273]"
u108451,"[3474, 1377, 3248, 726, 608, 321952]"
u107956,"[324498, 324092, 324329, 322590, 324566, 470671]"
u106777,"[322184, 323483, 323082, 324083, 323258, 3059]"
u108459,"[961, 1508, 3103, 3115, 2250, 322945]"
u103561,"[323462, 323391, 323795, 324514, 324529, 474092]"
u106799,"[322214, 322404, 323527, 323934, 324418, 2737]"
u103813,"[322810, 321945, 322163, 322465, 323369, 472819]"
u101626,"[5145, 6699, 7696, 7164, 6547, 487477]"
u102090,"[7337, 7561, 5236, 5391, 7277, 488278]"
u103337,"[322245, 324180, 322554, 322765, 324692, 472928]"
u103082,"[324226, 323636, 323877, 323268, 324420, 474185]"
u108129,"[1870, 1935, 1212, 747, 1275, 323020]"
u107270,"[323738, 324098, 323259, 323731, 324134, 474425]"
u106513,"[322113, 323152, 324434, 323097, 324423, 1054]"
u101215,"[6566, 5140, 7671, 7790, 7653, 487900]"
u103136,"[324067, 324651, 323485, 322693, 322333, 513714]"
u108604,"[852, 774, 1299, 2417, 2296, 323194]"
u107451,"[322861, 322454, 323242, 324059, 322407, 471068]"
u103169,"[322396, 323960, 322665, 324406, 323014, 473241]"
u104967,"[323832, 322825, 323176, 321850, 323578, 473251]"
u105387,"[290136, 293779, 292761, 295204, 293231, 2796]"
u101582,"[7761, 6213, 7852, 7219, 7699, 513041]"
u108415,"[1127, 2084, 2349, 957, 1965, 321997]"
u107351,"[321981, 324425, 322014, 324210, 324465, 471141]"
u108870,"[2688, 702, 2994, 2276, 2069, 323208]"
u104391,"[59, 324016, 321850, 322071, 322142, 473748]"
u102813,"[5753, 5360, 5472, 5961, 6956, 488135]"
u102917,"[5641, 5089, 6196, 5562, 7732, 487961]"
u104149,"[323235, 324167, 324075, 321857, 324548, 531749]"
u101949,"[6359, 7407, 6293, 7101, 7340, 512645]"
u102401,"[6770, 7004, 5541, 6012, 6620, 513390]"
u108937,"[1890, 3343, 3056, 2792, 2012, 324652]"
u107185,"[324264, 324694, 323400, 324393, 322417, 471037]"
